UDI,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Target,Type_encoded,Product_ID_encoded,Failure_Type_encoded
697,298.57726110648053,308.05162381389897,1498,36.787150630283634,27,1,2,1005,0
698,299.1624764428452,308.27033257830965,1651,34.762017583799334,28,1,2,7004,1
699,298.3087254305484,309.9262302231783,1737,34.017553837019086,15,0,2,1008,1
700,298.9622802037096,309.09905907179,1503,39.895823600306436,46,1,2,1004,0
701,299.0651788651032,309.93164432230645,1613,53.41947838873895,58,1,2,7004,0
702,298.1036470736449,308.8649957566603,1648,42.19767010868411,30,1,2,1007,0
703,298.67320855638786,308.62363226617055,1551,33.26177066282904,3,0,1,7004,1
704,298.26882935387795,309.0122837256805,1649,30.155206742664475,36,0,2,7004,0
705,298.12674994094556,308.8790233772658,1674,47.49237206386191,16,1,2,1008,1
706,299.97992046477987,308.2113293685235,1564,38.71836540421886,38,0,2,1004,1
707,298.6447076899494,309.2816526293804,1740,51.01126650439006,47,0,1,7004,0
708,299.61974889170926,308.4320763650192,1407,46.46630152194157,45,0,2,1008,0
709,298.5092813095275,309.2391759097957,1683,50.29476061515832,47,0,2,1008,0
710,299.3630054444479,309.3004021847963,1404,35.614489103716565,38,0,2,7004,1
711,299.52045571977936,308.3040497062573,1544,47.38604982890963,3,1,1,1003,1
712,299.1912774812157,308.12269925422135,1500,35.39373557142412,29,0,2,1004,0
713,298.9431523771003,309.5615231721369,1563,54.29391742460817,29,0,1,7005,1
714,298.8236818282945,308.9196008475386,1773,45.81847988293448,21,0,2,7004,0
715,298.697736533086,308.11632759101093,1546,37.086330404909575,65,1,1,7003,0
716,299.85905828849565,309.98973263433953,1463,35.54633214418364,11,1,1,7003,1
717,299.6612388155755,308.11556112199276,1490,33.34594438200602,35,1,1,1007,1
718,299.93005382133305,309.3900704577171,1516,47.44994684902438,17,0,2,1004,1
719,298.2485944469711,309.9673578505268,1753,34.12403716394196,52,1,1,1008,1
720,299.4617349504073,308.47836020843187,1666,44.66849144596969,0,1,1,1005,0
721,299.8766809136421,308.2844987373744,1709,35.409780753910006,57,1,1,1006,0
722,298.3624661323313,308.24276987884485,1572,46.53513045422832,5,1,1,1004,0
723,298.13299253473355,308.6065502951352,1446,50.818312399135095,69,0,2,1004,1
724,299.4822412985801,308.20209162202127,1539,49.78470680805029,43,1,2,7004,0
725,299.14894622635984,309.3843226833883,1645,49.30383726606189,23,1,2,7004,1
726,299.6836575535165,308.12458359626015,1548,33.25622735938306,18,0,2,1008,1
727,298.2795447532526,309.0188442562996,1645,30.474778515566523,17,0,1,1007,1
728,299.5905346237198,309.99339370770593,1794,47.570567197646795,29,1,2,7004,0
729,298.4032546400955,309.62794053901206,1404,38.31372198624184,41,0,1,1006,1
730,298.32731188573143,309.230438876462,1583,40.10569433929372,32,1,2,1006,1
731,298.328531595862,308.6125072415732,1419,28.87217459821495,11,0,2,1007,1
732,299.62914944046275,309.2477916725833,1445,35.26814057970138,26,0,2,1003,1
733,299.3303944413924,309.0540829278233,1411,28.94293930848499,38,1,1,1003,1
734,299.04613084953826,308.8521667677807,1469,52.617201632834934,8,0,2,1004,1
735,298.717660968247,308.2614207534804,1416,34.815107130118854,20,1,2,7004,1
736,299.7544010816262,309.7732084304809,1770,43.605440748044224,28,0,2,7003,1
737,298.7848902148453,308.89956929764264,1546,29.09142097851165,32,1,1,7005,1
738,299.6331988789432,308.38924502364154,1553,46.67172695655843,61,0,2,1007,1
739,298.87826981714045,308.7355187017546,1703,37.044765681114626,14,0,2,1004,1
740,298.7538888588498,308.8282595050579,1507,53.14173723481464,1,0,1,7003,1
741,298.9253595713392,309.65507579113375,1635,52.867309290153,51,0,1,7004,0
742,298.60275574832826,309.4672287611228,1707,37.10813731412894,43,0,2,7003,0
743,299.4952187603525,309.53860978728267,1751,53.2269050793331,53,1,2,7003,1
744,299.005440780185,308.0220625288573,1469,55.892414857965804,17,0,2,1007,1
745,298.4644253902936,308.83230799635953,1582,51.111638595470545,2,1,1,1004,1
746,299.79914914654915,308.9626883032706,1649,51.65639773714641,6,1,1,1008,0
747,298.7677824427464,308.0383845536461,1627,34.97224461105452,42,1,1,1006,0
748,299.087105722228,308.5196264174901,1501,44.14766716801718,37,0,2,1004,0
749,299.8129442219291,309.52057964624424,1474,29.8831655910863,36,1,1,7005,1
750,299.248475991828,308.274219411458,1615,30.657702231006752,57,0,2,7003,1
751,298.23379608141676,309.0706202629052,1798,55.96899313693214,32,1,1,1008,1
752,299.87966424722697,308.4304037440345,1602,37.145898983925505,58,1,1,1007,1
753,299.25541610614283,308.0242415492878,1591,48.9491495373677,10,1,1,1005,0
754,298.6698112293142,308.4824029151991,1648,50.586621484750864,67,1,2,1006,1
755,298.27854414532675,309.9517475098201,1641,52.02465158820242,67,1,2,1005,0
756,299.5880503785406,309.603074223766,1578,55.933592327260385,21,0,2,7004,0
757,299.240145511857,309.91915328864206,1618,34.7619015871923,65,1,2,1005,1
758,299.06692218395267,308.97570808785275,1481,29.12982315207159,43,1,1,7003,0
759,299.7877851661019,308.219472397355,1491,39.513362503848406,5,0,2,7003,0
760,299.57719442244905,309.0959189779474,1574,31.642258755210513,41,0,1,7003,0
761,298.3033497594655,308.9087546691199,1638,28.627924896537543,24,0,2,7003,0
762,298.6234441355911,309.6887141654792,1659,38.09195115996161,56,1,2,1004,1
763,298.49697827962893,308.1961651615685,1790,49.94467103010662,54,1,1,1005,1
764,299.48789258514535,308.9764822740436,1764,43.85305935430198,15,1,1,7005,0
765,298.06706486947155,308.300097329388,1562,36.75778369788991,13,1,2,1005,1
766,299.13977936974266,308.6493518537801,1447,46.32157615379615,38,1,2,1004,0
767,299.52491737148137,309.4747141547756,1728,34.4965090486467,27,1,1,7005,1
768,299.7535312735235,308.9520362587375,1727,28.40268049001838,50,0,1,7005,1
769,298.6841634974318,308.75177657029155,1515,49.401894820219965,48,0,1,1006,1
770,299.642514609344,308.7889525571401,1736,45.46480637619226,8,1,1,7005,1
771,298.2212634739104,308.918893536812,1736,49.34447348602688,57,1,1,1005,1
772,299.69290458346904,309.5700330876741,1768,29.090264467254638,44,1,2,7003,0
773,298.25497732466397,309.78416937788046,1624,51.43934957925826,21,1,2,7003,1
774,298.79457458112074,309.91066937300786,1751,45.346733601016496,31,1,2,7004,0
775,299.5945907315591,309.5738067725106,1727,43.77506981995393,68,0,2,1006,0
776,298.29983485469756,308.63081379149605,1546,45.489193347206886,68,0,1,1005,1
777,298.4585027904653,309.3762694121731,1462,52.2041309123142,41,1,1,1005,0
778,299.4445051367861,308.87520624811077,1693,44.434222183649396,52,0,1,1007,1
779,299.44007307309215,308.5093412440921,1722,44.26661063686902,58,1,2,1003,0
780,299.2822952657706,309.6817431588519,1724,55.73901639784144,38,1,1,1005,0
781,299.3878968889342,308.07685269792466,1412,49.188444677919904,14,1,1,1008,1
782,299.0854488866952,309.80352398427084,1588,40.38422655263179,28,0,2,1005,1
783,298.5035981178139,308.92295492924944,1686,47.80711600092198,2,0,2,1007,1
784,298.6913919870078,309.2744029536166,1607,38.89845320737008,9,1,2,7005,1
785,298.36319543360287,309.31870784441156,1513,34.40851294953797,28,0,1,1004,0
786,299.8169011226673,309.79023548141305,1421,44.711852552857266,34,0,1,1004,1
787,299.16678358953226,309.2733393643344,1748,53.98909874719064,5,1,2,1008,0
788,298.80170283352726,309.2278671695201,1613,54.01590656043295,11,0,2,1008,0
789,298.92401160728826,308.13330408112137,1570,37.57334778695373,37,0,1,7004,0
790,299.89456667922366,309.0368160438904,1722,42.77496905420746,18,1,2,1004,0
791,298.3067028062322,308.3003380016341,1453,33.92580515995611,66,1,1,7005,0
792,299.17245966403357,309.47486753744295,1793,55.87767106596874,7,0,2,1004,0
793,299.01177735776895,309.0244438416253,1697,55.4713014203022,7,1,2,1003,1
794,299.2229084708693,309.36045555841673,1719,46.18625003180853,46,0,2,1004,0
795,298.0362203676417,308.08334580120476,1525,50.523593670969255,3,1,1,7003,0
796,299.7442478178883,308.1695840320916,1676,48.022804515943605,50,1,1,7004,0
797,299.8642365649672,309.43264677612535,1603,44.60843013310511,66,1,2,1007,1
798,299.1302663671784,308.14416867199736,1593,29.493743915689137,44,1,1,1008,1
799,299.3933016477538,308.1425134555305,1568,40.73340159147451,7,0,2,1003,0
800,299.8449987623546,308.0242169504698,1551,46.894016460687496,15,1,2,1008,1
801,299.4144772686268,309.91300279659896,1434,46.97088518874317,66,1,1,7004,0
802,298.30507808582854,309.475016718918,1583,38.44743331582674,8,1,1,1005,1
803,299.1525767203336,308.70650281700415,1685,54.36737562642486,59,0,1,1003,0
804,299.2134300927657,308.5930711625753,1456,32.68599690262987,14,0,1,1006,1
805,298.84826134260476,308.6994064594917,1621,42.010064494035696,40,1,2,1003,1
806,299.47288847124946,309.54930706236235,1702,47.34475134342304,21,1,1,7004,1
807,299.868734029538,309.32274122214085,1562,47.51980256497066,23,1,1,1007,0
808,299.85113702581356,308.37039113573496,1418,46.161890789526836,43,1,2,1003,0
809,298.90167874280826,308.3482186706682,1769,35.708069976652084,0,1,2,7004,0
810,298.2264760916815,308.1967912994268,1663,32.37378392322542,9,1,2,7005,1
811,299.96968239792466,309.3206054394027,1681,45.80632915114791,55,0,2,1004,1
812,299.6777961728919,309.5287453244435,1512,44.78045925190426,49,1,1,7005,0
813,298.2493253624065,308.53009285665,1726,33.02196828809875,11,1,1,7004,1
814,299.84168376523473,308.04188992206184,1429,47.74389607597577,59,1,2,7003,0
815,299.73979272412424,308.16434333495283,1534,40.74481576854238,25,1,2,1005,0
816,299.0376761142521,309.93572006969003,1466,46.69729656488828,40,1,1,1004,0
817,299.18255087148987,308.59088955495486,1464,51.446278233564215,35,1,1,7003,0
818,298.7980054077403,309.5384462956763,1691,32.75239600015385,22,0,1,1007,1
819,298.1095232776441,309.2493271377085,1424,28.536056303911426,42,0,1,1008,1
820,298.67039448329183,308.7638792793058,1436,49.81487241908203,5,0,1,1006,1
821,299.605706897196,308.41137452439114,1400,45.071527904273246,68,0,2,1004,0
822,298.0092640460092,308.2427728363188,1798,47.58990794941941,42,0,2,7005,1
823,298.66699834338226,309.2300259360777,1436,51.46833929968199,24,0,2,1005,0
824,298.7963373871819,309.5492675612756,1540,50.47870617508602,17,1,2,7003,0
825,299.07479120587584,309.2878085070823,1631,54.90576411400709,61,1,1,7004,0
826,299.8397112328255,309.06060426649833,1535,43.00618220785931,12,1,2,1004,0
827,298.6926919887319,308.08390244686325,1788,41.67787771447735,42,1,1,1008,0
828,298.6939064037925,309.9369775551888,1587,39.25284159694044,27,1,1,7004,0
829,299.4750024962195,309.59742838330914,1527,32.30334919963773,17,1,1,7003,1
830,298.9044358817796,308.5856440734019,1600,44.03300252069663,58,0,1,1005,1
831,298.44920964588,309.9599406587177,1526,35.75635068112741,59,1,1,1003,1
832,298.9048790322654,309.20376317927264,1656,53.796610341963316,62,0,1,1008,1
833,298.2817140407596,309.16484531641447,1563,44.32934251975873,56,0,1,7004,0
834,298.35277397301246,309.49614635885905,1434,44.59952505422709,50,1,2,1008,0
835,298.99673554547894,309.6235395761803,1593,37.93789050455628,55,1,1,1007,1
836,298.8378508990091,309.312957214663,1590,29.45570185537581,26,1,2,7004,1
837,299.8296918021362,308.2561914927324,1503,28.88882543044368,31,1,2,1004,1
838,298.72478779823325,308.676535011989,1422,39.853384036289526,8,1,1,1003,1
839,299.1611767005561,309.8561672806521,1664,30.36783058672266,67,1,1,1003,1
840,299.26452857583905,308.4492312236877,1689,44.991714755123894,45,1,2,1006,1
841,298.02618891317667,308.744334047675,1783,52.6672441579104,66,0,2,1008,1
842,299.32707474403344,308.8641537658884,1659,52.72161486252422,25,1,2,7005,1
843,298.3560719337395,308.8788099793889,1757,46.45327148370251,7,1,2,1003,0
844,299.9221406349389,309.22587916498907,1474,33.914491281242064,5,0,1,1003,0
845,298.2973254555062,309.88615167548943,1754,52.16391127804842,23,1,1,1007,0
846,298.8292482474541,308.481385423665,1471,52.81061618876983,47,1,1,1007,0
847,298.17069933615727,308.24300275260185,1658,33.506300378682845,44,0,2,1007,1
848,299.9937485036919,308.3949409797199,1797,48.64793040157896,12,1,1,1008,0
849,299.00439002066247,309.77384980041853,1587,36.02254736995944,68,1,2,7004,1
850,299.1907700346401,309.2916216253104,1572,50.473928745882034,24,1,1,1005,0
851,298.1341529547769,308.5718135784783,1689,55.922661197300876,19,1,2,7005,1
852,299.49992094079835,309.6318938779372,1444,28.840728149222997,65,1,1,1003,1
853,298.41981118619117,309.7227399927269,1460,53.12624424214609,44,1,1,1006,0
854,299.79610857888144,309.69302867738054,1482,45.43365494076242,46,0,2,7005,0
855,298.410279280964,309.8378530672791,1522,55.25471333661499,62,1,2,7004,1
856,298.38137544132735,308.5044820403467,1757,41.02026649073997,54,1,2,7005,1
857,298.0730993356962,309.51008385749253,1415,51.72686205599847,18,0,2,1003,1
858,298.94413389022,308.9210789945483,1465,29.74703392075176,34,0,2,7005,0
859,299.1296822665252,309.6839971057801,1544,37.38781340219228,52,1,1,1005,0
860,298.1314172788567,309.4569813543232,1774,29.87646305703388,25,0,2,7005,1
861,299.55105523339,309.55289489299946,1561,55.30960773741398,13,1,1,1003,0
862,298.9065776694961,309.31232367536217,1633,50.875269403611426,44,1,1,1003,1
863,299.04878053865514,308.3548575389394,1779,51.87132779488717,43,0,1,7005,0
864,298.88152549387644,309.0900538377939,1543,54.26302648014904,64,1,1,1008,0
865,298.80152612175067,309.96933947904904,1757,30.38289761135399,50,1,1,1006,0
866,299.11928066261646,309.8747761329942,1587,38.79673259037334,42,0,2,7003,0
867,298.3104804918614,308.086347471594,1721,29.98897689323206,22,0,2,1007,0
868,298.36385626099053,308.3296296314589,1412,33.902206843400805,55,0,1,7003,1
869,299.72357124202705,308.26345754690914,1583,34.42224175705483,18,0,1,7004,1
870,299.89223092426727,309.45195981997057,1510,41.1350019093322,54,1,2,7004,0
871,298.7466186325595,309.6355706597139,1689,35.519740688701994,59,0,2,1003,1
872,298.5414893462871,308.42702273262137,1694,30.82738699089731,58,0,1,7004,1
873,299.287999086478,309.01170538590367,1791,32.689750494635014,32,0,2,1008,0
874,298.8174683421962,309.6814060560224,1614,32.12371577945855,18,0,2,1006,1
875,298.0507727113207,309.4656030895325,1519,55.24615034154435,27,0,2,7004,0
876,298.3123051947324,309.0844744109837,1781,49.260190193717264,51,1,1,1005,1
877,299.4319444576948,309.18069538091754,1454,55.097321027547736,48,0,2,1006,1
878,299.3178478838203,309.0167210938326,1426,40.31273362222144,36,1,1,1008,1
879,298.054191985007,308.59509690263764,1517,35.794317486554384,25,0,1,7003,1
880,298.4439443238659,309.13004398571803,1620,50.352209521857226,39,0,1,1006,1
881,298.46214959317615,309.3777706041002,1630,37.13510970515211,37,0,1,1006,1
882,299.34378548719747,309.7466458317216,1452,36.382734463749756,53,0,1,7003,1
883,298.03942107550876,309.2725827079585,1694,34.51016778181928,21,0,2,1008,0
884,298.20821716396915,309.5222430740863,1720,31.63101139027859,15,0,1,7004,0
885,299.59983217074637,308.3201432699091,1632,35.180965708469444,27,0,1,1003,0
886,298.35708932410864,308.92311494883955,1557,37.94895295726886,34,0,1,7003,0
887,299.30549221570374,308.0186632396542,1668,46.87183782808045,59,1,2,7003,1
888,298.47636556209346,308.4933577290432,1420,29.751815582144644,44,0,2,7003,1
889,298.19888278551866,309.452923430226,1452,33.8941943106296,45,1,2,7003,1
890,298.4863443819989,309.9836199026987,1674,50.652661928166935,54,0,2,7004,0
891,299.44453386371134,308.19835619917444,1712,32.11381386034558,25,1,2,7005,0
892,299.7113929362126,308.8029886317226,1680,37.594064102630604,24,0,2,7005,0
893,299.660439729134,309.6001419373983,1613,52.21044981202792,64,0,2,1004,1
894,298.7943670592369,308.4080712692578,1430,32.33790871201639,5,0,1,7003,0
895,299.3361702731413,309.11016989860457,1736,30.316631397309315,22,1,1,7003,1
896,298.4099685908316,309.4661425920593,1582,41.5670638622403,63,1,2,1006,0
897,298.586295460522,309.23197090052037,1422,36.46774631579902,42,1,1,7005,1
898,299.79267163704225,308.37604946923085,1431,43.77543420554792,22,1,1,7004,0
899,298.02600384702146,308.71076913737147,1473,50.506536933537305,29,0,2,1003,1
900,298.17101706170894,309.5675835689708,1409,31.84015766827681,17,0,1,1004,0
901,298.4157725102921,309.108453028264,1453,44.25957436751998,20,0,1,1004,0
902,298.0530644077476,308.01045922708585,1451,42.154245290916194,56,1,2,7004,1
903,298.3628708701796,309.5219815200562,1547,32.03420600836959,22,0,1,1003,1
904,299.1660831219394,308.07062270988047,1559,45.47195759481151,44,1,2,1006,0
905,298.842849101185,309.4914675654625,1769,35.661931700101604,43,1,2,1007,1
906,299.78534342215397,308.4049611203305,1413,41.65936091923235,46,1,1,7005,0
907,299.63488712347686,309.91614696023873,1577,30.303625079757733,39,1,1,7003,1
908,298.68363470339574,308.7358815026042,1765,40.86835360198145,50,1,1,7004,0
909,298.5188468668626,308.65386323267614,1452,36.58097710519897,41,0,2,7005,1
910,298.75938481633455,308.29777610066486,1734,51.026673913189924,6,1,2,7003,0
911,299.18058988502963,308.6112084309804,1421,29.595404355926313,49,1,2,1007,0
912,298.53612728164575,309.7533015236564,1429,39.721003697713236,47,0,1,1007,0
913,299.24829781569827,309.9926686752545,1590,40.83607987568026,5,1,1,1008,1
914,298.8188233043825,308.7366190610137,1659,48.30017013637533,8,1,2,1007,0
915,299.10409436170397,308.89722126190907,1604,44.08005210252591,56,0,1,7005,1
916,298.87225305827064,309.44414187640547,1458,46.681945441437065,30,0,1,1005,1
917,298.5889315190838,309.77239156093015,1663,49.75737999824917,20,0,2,1005,1
918,299.89690661392433,309.18608866837354,1411,52.14168326242928,39,1,2,7003,0
919,299.5272115883195,308.78305139635563,1518,36.78851390822918,44,0,1,7003,1
920,298.2802263515329,308.82524368169726,1689,43.06463575018928,48,0,2,1008,1
921,299.73693595179583,309.3912362929936,1737,51.52302619629759,19,0,1,1005,1
922,298.974862396499,308.00643652720856,1647,55.70463166702158,16,1,2,7003,0
923,299.7891044537882,309.2391786749197,1753,52.90654070922537,27,0,2,1007,1
924,299.5997105118946,308.71098602088273,1526,38.40108335348255,40,1,2,7003,1
925,298.8504270089385,309.58839466255415,1474,33.46466248212221,65,1,1,1004,1
926,298.04493861664025,308.1859812796463,1760,41.70299104738449,24,0,1,1008,1
927,298.5373547187699,309.1764045338968,1603,48.76596065140919,57,1,2,7004,0
928,299.0832684293217,308.96194577977224,1448,41.791933981092335,40,1,2,1003,0
929,299.2669564396523,309.28465105181044,1478,41.52906417278272,5,0,2,1006,1
930,298.5157753708664,308.12970718896594,1640,51.47045179029041,37,1,1,1003,1
931,298.27871214814564,309.15996757485624,1748,38.11930581388122,5,0,2,1003,1
932,299.6698604735986,309.122969175919,1553,52.07425089472608,44,1,2,7004,1
933,299.9688043614071,309.1213201888323,1673,39.39053442664826,13,1,2,7003,0
934,299.0513803646054,309.20697533319293,1495,37.1905269589935,65,0,2,1003,0
935,298.3433585716966,309.3529358744527,1613,40.71171751359157,39,0,1,1004,0
936,298.54461465303876,309.60997799936155,1693,49.34851484289632,2,1,1,1006,0
937,298.0367813530949,308.53964144025645,1608,31.52805678019184,23,1,2,1003,1
938,299.828597613121,309.65009882036014,1742,33.49973804441649,18,0,1,1005,1
939,298.2355021657803,308.9965113645269,1487,54.64045511856658,17,1,1,7004,0
940,299.15303295102854,308.15411655826864,1705,32.91376556667801,63,1,1,7004,0
941,298.54811044137443,308.11710185848796,1663,43.89636490206953,34,1,2,7004,1
942,299.10835600503157,308.66847663739213,1789,44.22080506653426,61,1,1,1008,1
943,299.3028407767037,309.5697939542229,1724,41.709484937406856,0,0,1,1008,1
944,299.6594836074144,309.41536186948184,1776,46.05286696015092,24,0,1,1007,1
945,298.4128425435212,309.5772299293448,1719,34.43514832233332,44,0,2,7005,1
946,298.02199165731696,309.03453811288324,1556,43.474543497748954,48,0,2,1006,0
947,298.2737712601376,308.880397995911,1555,38.42085114691312,15,0,1,7003,0
948,299.8000372836962,308.29490505341255,1538,46.526683269617294,18,0,1,1003,1
949,299.74778015512504,308.6563855072186,1520,31.954259214448186,22,1,2,7005,1
950,299.19482620434064,308.86803873234777,1464,43.98456767150533,24,0,2,7003,0
951,299.2010337208673,308.17720085935923,1506,33.187569950733064,15,1,1,7005,1
952,299.3300733490925,308.4412239054224,1546,35.80200576722102,53,1,1,7003,0
953,298.3507425572469,309.1964505881275,1536,34.12387440906033,0,1,2,1004,0
954,299.82882389184994,309.4713262284784,1561,33.11945783632688,41,0,2,1008,0
955,298.83754104978414,309.9966950227859,1499,51.11990664369868,18,1,1,1006,0
956,298.766277056499,309.8662266626871,1737,35.99981189450493,33,0,2,1005,1
957,299.03783541056566,309.2851303990704,1798,53.95946589220458,54,1,1,1004,1
958,298.0939319335501,308.84249610658816,1706,55.15794270966535,17,1,1,1008,0
959,298.33256673751214,309.27235472941646,1540,43.995293158238724,33,0,1,7004,1
960,299.47606723285276,309.5713032361605,1482,32.00403143464034,44,1,2,1008,1
961,298.16559733585024,308.2366723818468,1576,38.48735081462827,5,1,1,7005,1
962,299.20630421893276,308.8198097793926,1597,50.33650337374999,20,1,1,1007,1
963,298.4906982193626,309.6796045712712,1511,38.286940403517974,69,1,2,1004,0
964,298.77859122808394,308.7676659038661,1455,30.436482112478085,47,0,2,7004,1
965,298.5773874735414,309.1437445424544,1578,43.58997750598926,38,1,1,7005,0
966,298.7113454329299,309.1755387217244,1585,51.66338384188897,30,1,1,1006,0
967,299.4380918103685,308.3689525062673,1617,50.28593884001806,9,0,2,1008,1
968,298.59424343124635,308.7244708833046,1715,32.90344792364989,29,1,2,7004,0
969,299.1328092805938,308.6690225774839,1616,46.83740920354907,17,1,2,7005,1
970,298.9521008043982,308.05239341706414,1519,34.17411937619812,59,1,1,1007,1
971,299.3273423307253,308.04838352778273,1793,34.109810967460824,14,1,1,1008,0
972,299.87365947864953,309.66339408735155,1574,52.474009652545185,3,0,1,1006,1
973,299.4651441944205,308.5461416199456,1422,34.99073067672644,62,1,2,1007,0
974,298.42988075718154,309.0361575324776,1612,35.370925702504316,39,0,1,7003,0
975,298.0623662701226,308.59745114717754,1634,28.018294941316388,8,1,2,7005,1
976,298.52452808859965,309.8813584902307,1412,52.378732955514494,8,1,1,1008,1
977,299.1901558614005,308.5185935177316,1500,50.19265476985577,25,1,2,1008,1
978,298.1028516269685,308.85931362547785,1423,45.56521018253898,3,0,1,7004,0
979,298.99273249440245,309.7454605009692,1763,49.00744139028758,15,1,1,1006,1
980,299.19368569783376,309.6838671335836,1410,32.25735988788577,14,1,2,1005,0
981,298.6684877816339,308.3722028356926,1672,40.83306064845211,51,0,2,7003,0
982,299.5418244074916,309.6052866195914,1680,37.83414284576587,68,0,1,1007,1
983,298.21319650626754,308.9163737734758,1493,30.62574273519646,4,0,2,1004,1
984,298.1502755634716,308.96593774417073,1600,41.61165358601787,19,0,2,1004,1
985,299.4563775124072,308.2669599448319,1420,53.78071020959379,17,1,1,1008,0
986,298.9909826324124,308.16120302751426,1739,29.121655333419447,1,1,2,7004,1
987,299.37680479285547,309.4558786139475,1610,36.16090557782623,12,1,1,1003,0
988,298.8696546772075,308.9929223047106,1539,33.8111462137597,3,1,1,1008,1
989,298.4928040664782,308.87370140523035,1692,34.6681063026395,41,0,2,1004,1
990,299.6382046353484,309.4590164573048,1697,53.436167452622506,60,1,2,1004,0
991,299.59883175793794,309.53102579798224,1500,41.10593351856012,7,1,1,7003,0
992,299.3893929417089,308.3178163353387,1703,41.05638356231493,66,1,1,1003,1
993,298.5442902744599,309.22045029895526,1758,49.29611798874791,62,1,1,1008,1
994,299.18046133373815,308.27070816455534,1427,32.325781712137925,8,0,1,7003,1
995,298.7219477938801,309.5027501720581,1440,41.64342991480142,10,1,1,7004,1
996,298.18316414665327,309.3139103125343,1754,40.03958599538967,41,1,1,7003,1
997,299.83462715092446,309.9132292421669,1702,44.71349933530637,12,1,2,1008,0
998,298.2736372618379,308.13791603271284,1545,55.98761569101228,35,0,2,7005,0
999,299.9004747076416,308.1141094423025,1655,49.54456903429732,12,0,2,1005,0
1000,298.8920115459159,308.5643741493864,1626,39.14023968448796,11,1,1,1008,0
